Nom;Ville;Departement;Websites;Mail;Produits;Infos
"AMAP Les motivé-e-s";lorgues;83;go.php?typ=1&id=343;contact@amaplesmotives.com;" Légumes, fruits, fromages, viandes, poissons, oeufs, volaille, pain, céréales BIO, miel, vin BIO, huile BIO";"Distribution le jeudi à 18h chez Brigitte Grivet - domaine St Jean Baptiste - 1525, route des Arcs."
"AMAP du Cauron";nans-les-pins;83;;ludivinebertelle@hotmail.com;" Légumes BIO, fromage de chèvre, volaille BIO, oeufs BIO, viandes BIO, miel, pain BIO";"Distribution le mercredi de 18h30 à 19h30 dans la cour de la cantine de l?école de La Ferrage (en été)."
"AMAP Les Olivades";ollioules;83;go.php?typ=1&id=330;amap@olivades.com;" Légumes";"Distribution s le lundi et le jeudi de 17h à 19h à la ferme des Olivades - Quartier Quiez - 257, chemin de la petite Garenne."
"AMAP Terres du Soleil";saint-cyr-sur-mer;83;go.php?typ=1&id=340;amapterresdusoleil@gmail.com;" Légumes, fruits, fromages, viandes, charcuterie, pain, huile, farines, safran, olives, miel, conserves, sève de bouleau";"Livraison le mercredi de 17h à 18h30 à la Halle aux produits locaux près du parking Frank Leboeuf (quartier Pas de Graine)."
"Les Paniers de Pierre et le Chou";saint-cyr-sur-mer;83;https://www.facebook.com/Les-paniers-de-Pierre-et-le-Chou-748187558708108/;pierreetlechou@gmail.com;" Légumes, oeufs, pain, fromages, fruits";"Distribution le jeudi de 8h à 13h au marché."
"AMAP de la Sainte Baume";saint-maximin;83;"https://www.facebook.com/groups/1541452776088986/ | go.php?typ=1&id=334";amap.saintebaume@free.fr;" Légumes BIO, fromages BIO, pain BIO, oeufs BIO, pommes & poires BIO, viande d'agneau et de porc BIO, volaille BIO, noix BIO, miel BIO";"Distribution le jeudi de 18h30 à 19h15 devant le pub Happy beer - 405, avenue des Cinq Ponts."
"AMAP DE SANARY";sanary-sur-mer;83;"https://www.facebook.com/amapsanary/ | go.php?typ=1&id=1899";sanaryamap@gmail.com;" Légumes, volaille, fromage de chèvre, oeufs, poisson, noix, châtaignes";"Distribution le vendredi de 18h45 à 19h45 sur le parking de la coopérative agricole - 344, avenue du 2ème Spahis."
"AMAP de Seillans";seillans;83;;nvianeytruc@yahoo.fr;" Légumes, fromages, volailles, champignons, farine";"Distribution le vendredi à 18h à côté du moulin à huile."
AMAP;"la garde";83;"https://www.facebook.com/amaplagarde | go.php?typ=1&id=2646";1001tomates@orange.fr;" Légumes BIO, fruits BIO";"Distribution le mardi de 17h à 18h30 à Toulon La Rode."
"AMAP du Pays de Fayence";tourrettes;83;go.php?typ=1&id=319;amapfayence@gmail.com;" Légumes, fruits, viande, poulet, oeufs, produits laitiers, pain, céréales";"Distribution le jeudi à 17h à 19h au Domaine de Tassy (au pied de Tourrettes) - 1849, R.D.19 (1er bâtiment à droite à 50 m - ancien garage)."
VitaAMAP;vidauban;83;https://fr-fr.facebook.com/VITAamap/;valerielaurent83@gmail.com;" Légumes, fruits, agrumes, volailles, ?ufs, produits laitiers de chèvre, viandes (porc, veau, b?uf, agneau)";"Distribution le mardi de 18h à 19h à la salle des Associations."
AMAP'Apt;apt;84;;amapt@hotmail.fr;" Légumes BIO, fruits, viandes, volaille BIO, petit épeautre, pois chiches, miel, tisane";"Distribution le mardi de 17h30 à 19h Avenue Philippe de Girard."
AMAP;vapeur;84;"https://www.facebook.com/profile.php?id=100069269717241 | go.php?typ=1&id=304";amapavapeuravignon@gmail.com;" Légumes BIO, fruits, oeufs BIO, volailles BIO, fromage de chèvre, viandes, pain, vin BIO, miel, huile d'olive, huiles essentielles BIO";"Distribution le lundi de 17h45 à 19h - 145, rue Carreterie."
"AMAP de Libre Terre";avignon;84;go.php?typ=1&id=303;legumesamap84@gmail.com;" Légumes BIO, fruits BIO, volaille BIO, oeufs BIO, viande bovine BIO, fromage de chèvre, champignons, miel, vin";"Distribution le mardi de 18h à 19h à la Maison de la Bio derrière le Lycée Agricole F. PÉTRARQUE (Montfavet)- 255 Chemin de la Castelette."
"AMAP A Bonnieux";bonnieux;84;;amapabonnieux@gmail.com;" Légumes BIO, fruits BIO, ouefs BIO, viandes BIO, volaille BIO";"Distribution le mercredi à 18h au Mas Saint Victor."
"Les Paniers Bio de Cadenet";cadenet;84;go.php?typ=1&id=1763;les-paniers-bio-de-cadenet@live.fr;" Légumes BIO, fruits BIO, pain BIO, oeufs BIO, fromage BIO";"Distribution le jeudi de 18h à 19h30 en face du gymnase."
"AMAP Vert Solidaire";caromb;84;"https://www.facebook.com/amap.caromb.vert.solidaire | go.php?typ=1&id=1236";vertsolidaire@gmail.com;" Légumes AB, oeufs AB, bière AB, fromages AB, volailles AB, agneau AB, porc N&P, farines & légumes secs BIO, miel BIO, fruits & jus BIO, légumes lacto-fermentés BIO, châtaignes AB, confitures AB";"Distribution le vendredi de 18h à 19h au stade de rugby - Avenue de l'Europe. Coordonnées GPS : Latitude 44.104004 Longitude 5.101357 Contact téléphonique: 07 84 37 20 34"
Carpentr'AMAP;carpentras;84;"https://www.facebook.com/CarpentrAMAP-AMAP-de-Carpentras-301167400013072/ | go.php?typ=1&id=1235";amapcarpentras@gmail.com;" Légumes BIO, fruits frais ou transformés BIO, volaille BIO, oeufs BIO, viande BIO, fromage BIO, miel BIO, pain BIO, céréales BIO, farine BIO, sève de bouleau BIO, huile BIO";"Distribution le mercredi de 18h à 19h dans la Halle florale du marché gare - 2300, Chemin de St Gens."
"AMAP Les petits bouts du monde";cavaillon;84;go.php?typ=1&id=311;amapdecavaillon@gmail.com;" Légumes BIO, oeufs BIO, volailles BIO, viande bovine BIO, pain";"Distribution le vendredi de 17h15 à 18h30 au lieu-dit ""Les Barattes"" - Route du Thor, direction Les Vignères."
"AMAP L?Entraigues Paysanne";entraigues-sur-sorgue;84;"https://www.facebook.com/groups/447609842306981/ | go.php?typ=1&id=2647";contact@entraigues-paysanne.fr;" Légumes BIO, fruits BIO, pain BIO, oeufs BIO, volaille, BIO, fromage de chèvre, miel";"Distribution le jeudi de 18h à 19h - Allée des Primevères."
"LES GOURMETS DU MAQUIS";joucas;84;;;" Légumes";"Nous sommes en attente d'informations."
"AMAP DE L'ISLE-SUR-LA-SORGUE";l-isle-sur-la-sorgue;84;;//www.facebook.com/events/299767393847314;" Légumes BIO, oeufs BIO, volaille BIO";"Distribution le jeudi. Nous sommes en attente de plus d'informations."
"AMAP le Thor en vert";le-thor;84;go.php?typ=1&id=312;contact@amap-le-thor-en-vert.fr;" Légumes BIO, fruits BIO, oeufs, volaille, huile de tournesol BIO, viandes, céréales BIO, pommes BIO, boeuf, pain BIO";"Distribution le mardi et le vendredi de 18h à 19h à l'exploitation - Route de Caumont."
"AMAP Le Chou Ravi";montdragon;84;https://www.facebook.com/amaplechouravi/;lechouravi@gmail.com;" Légumes BIO, fruits BIO, oeufs BIO, fromage de chèvre BIO, viande de porc BIO, volaille BIO, vin BIO";"Distribution le mardi de 18h à 19h à la Halle de Derboux."
"AMAP Terre d'échange";pernes-les-fontaines;84;https://www.facebook.com/p/Amapernes-100091949435266/;amapernes84@gmail.com;" Légumes BIO, fruits BIO, fromages, oeufs, viandes, volaille, miel";"Distribution le mardi de 18h à 19h au Domaine de la Camarette - 439, Chemin des Brunettes."
"Les Petites Graines de Robion";robion;84;;siejadidier@gmail.com;" Légumes BIO";"Distribution à la ferme de Didier Siéja « PKG » - 556, Chemin Reynards. Contact téléphonique : 06 87 77 80 60"
"AMAP'TITE VIGNE";sainte-cecile-les-vignes;84;https://www.facebook.com/amaptitevigne;amap.sclv@gmail.com;" Légumes BIO, pain, agneau, noix";"Distribution le mercredi de 18h30 à 19h30 à la salle Camille Farjon."
"AMAP du Pays Voconces";vaison-la-romaine;84;"https://www.facebook.com/AMAPVaison/ | go.php?typ=1&id=313";amapvaison@gmail.com;" Légumes, fruits, volailles, oeufs, viandes (veau, cochon rustique, agneau), légumineuses/petit épeautre (grains et farine), huile et pâte d'olives, châtaignes, noix, grenade (jus, vinaigre, gelée)";"Distribution le vendredi de 18h à 19h sur le parking de la Maison des Associations - Quai de Verdun. Autres produits : fromage de chèvre"
"AMAP Parole de Terre";vaugines;84;go.php?typ=1&id=307;contact@paroledeterre.org;" Légumes, fromage de chèvre, viandes, poulet BIO, oeufs, lapin BIO, pommes BIO, jus de fruits BIO, vin, huile de tournesol, pain BIO";"Distribution le mardi de 18h30 à 19h30 au Petit Roucas."
"AMAP N?autre Jardin";velleron;84;"https://www.facebook.com/amapvelleron/ | go.php?typ=1&id=310";amap.nautreterre@gmail.com;" Légumes BIO, fruits BIO, fromage de chèvre, poulet BIO, oeufs BIO, viande de porc, farine, miel BIO, bière, vin";"Distribution le mercredi de 18h et 19h au 111, boulevard du Midi."
"AMAP Les jardins du Pré du bois";villars;84;"https://www.facebook.com/gaecloiseaubleu/ | go.php?typ=1&id=1767";villardaires.amapiens@gmail.com;" Légumes BIO, fruits BIO";"Distribution le lundi de 17h à 18h30 à la ferme de Dany Dorfin -2040 route des Trécassats - Le Pré de Boy (suivre la colline des Ocres)."
"AMAP Maras des Bois";villelaure;84;"https://www.facebook.com/LAGRANDEBASTIDE.84530/ | go.php?typ=1&id=308";amapgrandebastide@gmail.com;" Légumes BIO, pain";"Distribution le mardi de 18h à 19 h à la ferme "" la Grande Bastide "" - 1139, Chemin des Iscles de Durance."
"AMAP BIOLOCO";beaulieu-sous-la-roche;85;"https://fr-fr.facebook.com/pages/AMAP-Bioloco/149610588410202 | go.php?typ=1&id=758";amap85.bioloco@gmail.com;" Légumes plein champ";"Distribution le mardi de 18h à 19h sur le lieu de maraîchage après les Trois Moulins à droite."
"Du Pré au Panier";benet;85;"https://www.facebook.com/AMAP-Du-Pr%C3%A9-au-Panier-423091251356573/ | go.php?typ=1&id=1896";dupreaupanier@gmail.com;" Légumes, fruits, agrumes, oeufs, viandes, volailles, truite, fromage de chèvre, pain, farine, légumes secs, miel, bière";"Distribution tous les mardis de 18h à 19h à la Petite Halles ou le dernier mardi du mois au Bon Grain Dit Vrai."
AMAP'PLACE;dompierre-sur-yon;85;;amap-place@laposte.net;" Légumes, pain, fromage de chèvre & de brebis (yaourt), poulets, oeufs, pâtes, sel, bières, tisane, miel";"Distribution le vendredi de 18h à 19h30 sur la place ou dans la salle à côté du Vieux Bourg à proximité de la mairie selon la météo."
"AMAP LES AGAPES";fontenay-le-comte;85;https://fr-fr.facebook.com/AMAPAGAPES2Fontenay;amap.fontenay@gmail.com;" Légumes, oeufs, farine, fromage de chèvre, pain, pizzas, pâtes, biscuits, produits à base de safran, miel, poulets, terrines, agrumes, savons et produits cosmétiques";"Distribution le mardi de 18h à 19h à La Maison des Association Francis Bloch - 15, Rue de la Sablière. Tous les produits sont BIO."
"PRES D'ICI";fontenay-le-comte;85;"https://fr-fr.facebook.com/amapfontenay/ | go.php?typ=1&id=2347";amap.presdici@gmail.com;" Légumes, fruits, agrumes, pain, farine, pâtes d'épeautre, pizza, oeufs, volaille, fromage de chèvre, truite, légumes secs, bière, miel, cosmétiques";"Distribution le mardi de 18h30 à 19h30 sous les aubettes de la place du marché."
"Amap Yon";la-roche-sur-yon;85;go.php?typ=1&id=1271;contact@amapyon.info;" Légumes, fromage, pain, volaille";"Distribution le vendredi de 18h30 à 19h30 à la Maison de Quartier de Saint André d?Ornay - 55, Chemin Guy Bourrieau."
"Amap Iodée";les-conches;85;https://b-m.facebook.com/amapiodee/;amapiodee@gmail.com;" Légumes,viande, fromage, pain, kombucha, pomme, farine et pâtes";"Distribution le mercredi de 18h30 à 19h30 à l'ancienne école."
"Le Bocag'Haut de Légumes des Herbiers";les-herbiers;85;;charrier.d@wanadoo.fr;" Légumes";"Distribution le jeudi de 18h à 19h à la ferme de ""la Basse-Vergnaie"". Contact téléphonique: - Daniel CHARRIER: 06.76.02.79.21"
"AMAP du Pays de Montaigu";montaigu;85;"https://www.facebook.com/AmapMontaigu | go.php?typ=1&id=757";amap.montaigu@gmail.com;" Légumes et fruits BIO, pain BIO, ?ufs BIO, fromages de chèvre, brebis et yaourts BIO, miels, farines, huiles, pâtes BIO";"Distribution le mardi de 18h à 19h au ""Zinor"" - Rue du Moulin Gros."
"Amap BIO-VIE";palluau;85;"https://www.facebook.com/Amap-biovie-181244562502286/ | go.php?typ=1&id=1654";amapbiovie0@gmail.com;" Légumes, fruits, pain, farine, viandes, oeufs, volaille, riz BIO, fromages, miel, huile d'olive BIO";"Distribution le vendredi de 18h à 19h à l'Espace Saint Jacques Bis. Contact téléphonique : 06 64 82 52 78"
"AMAP le bonheur est dans le panier";saint-denis-du-payre;85;go.php?typ=1&id=2629;lebonheurestdanslepanier85@gmail.com;" Légumes, viandes, fromages, pains, ?ufs, laitages, pâtes, savons, spiruline";"Distribution le mardi de 18h à 19h - rue du 8 mai."
"AMAP Ciboulette";buxerolles;86;go.php?typ=1&id=369;ciboul86@gmail.com;" Légumes, pommes, pain, volaille, fromage, miel";"Distribution le jeudi de 18h à 19h à la ""Maison des Projets"" - 48, avenue de la Liberté."
"AMAP COURT CIRCUIT";chasseneuil-du-poitou;86;;amapchasseneuil@gmail.com;" Légumes BIO";"Distribution le vendredi de 18h à 19h sur la partie couverte du terrain de pétanque des Ecluzelles."
"LES CAGETTES BOIVRE ET CLOUERE";chateau-larcher;86;"https://www.facebook.com/amaplescagettes/ | go.php?typ=1&id=2769";contact@amap-les-cagettes.fr;" Légumes BIO, fruits BIO";"Distribution le jeudi de 18h à 19h à l'Auberge de la Clouère - 2, Place des Tilleuls."
Chatelamap;chatellerault;86;go.php?typ=1&id=1570;chatelamap@etik.com;" Légumes, pain, farines, fromage de chèvre, viande de veau, miel, tisane";"Distribution le mardi de 18h à 19h au Foyer Creuzé de la MPT - 20, rue Creuzé."
Amap'lanète;chauvigny;86;go.php?typ=1&id=1288;secretaireamap@gmail.com;" Légumes BIO, sirops de plants, vins, huiles aromatisés, boeuf, veau, laitages, pommes, jus de pommes";"Distribution le jeudi de 18h à 19h - à la tamiserie - zone de Peuron."
"AMAP Au tour du panier";loudun;86;go.php?typ=1&id=2181;g.elion@orange.fr;" Légumes, fruits, volaille, oeufs, pain, farine, viandes, champignons, miel ,vin BIO";"Distribution le jeudi de 18h à 19h30 - 9, rue des Gigots."
MONT'AMAP;montamise;86;go.php?typ=1&id=1842;montamap86@gmail.com;" Légumes, pain, viandes, vins, volailles, fromages, lait, poisson";"Distribution le mardi sur la place de la Mairie."
"AMAP du haut Poitou";neuville-de-poitou;86;go.php?typ=1&id=367;amapduhautpoitou@orange.fr;" Légumes, pommes, viande, volaille oeufs, pain, miel, huile";"Distribution le jeudi de 18h à 19h à l'Epicerie Sociale - 24, rue Edgar Quinet."
"AMAP Nouaillé Fines Herbes";nouaille-maupertuis;86;go.php?typ=1&id=2196;amapnouaille@gmail.com;" Légumes BIO, fruits BIO, viande bovine BIO, viande d'agneau, fromage de chèvre, oeufs BIO, pains, brioches et kouign amann BIO, bière, vin BIO, miel";"Distribution le jeudi de 18h30 à 19h30 à ""Lardière""."
"AMAP du Chaudron d'or";poitiers;86;"https://www.facebook.com/amapduchaudrondor/ | go.php?typ=1&id=1192";contact@amap-duchaudrondor.fr;" Légumes, boeuf, porc, agneau, volailles, pain, farine, fromages, produits laitiers, lentilles, huile, bière - Tous les produits sont en AB";"Distribution le vendredi de 17h15 à 18h45 derrière le Resto U Champlain sur le Campus de la Fac."
"AMAP LE PLATEAU";poitiers;86;https://www.facebook.com/amapleplateau;amapleplateau86@gmail.com;" Légumes BIO, pain, volailles, miel, plantes et cosmétiques, tisanes, vins";"Distribution le jeudi de 18h à 19h à la TIMONERIE - 61 ter, rue de la Croix Rouge."
"AMAP les Grand'Goules";poitiers;86;go.php?typ=1&id=366;contact@amap-lesgrandgoules.fr;" Légumes BIO, fromage, pain, vin";"Distribution le jeudi de 17h30 à 19h à ""Pourquoi Pas La Ruche"" - 3, rue des Gravières."
"LES CAGETTES BOIVRE ET CLOUERE";poitiers;86;https://www.facebook.com/AMAP-Les-Cagettes-de-la-Boivre-1590704674334091/;contact@amap-les-cagettes.fr;" Légumes BIO, fruits BIO";"Distribution le vendredi de 18h à 19h dans les locaux de CAP SUD - 146, Avenue du 8 Mai 1945."
"Fil Vert";rouille;86;"https://www.rouille.fr/association/fil-vert/ | go.php?typ=1&id=1571";jean-louis.charles@grandpoitiers.fr;" Légumes, pain, volaille, agneau, porc, boeuf, fromage de chèvre, pommes & poires, miel, pâtes artisanales, bières, tisanes";"Distribution le mercredi de 18h à 19h sous les vieilles halles."
"AMAP Ciboulette - Groupe Chantejeau";saint-benoit;86;go.php?typ=1&id=1572;ciboul86@gmail.com;" Légumes, pain, pommes, viande";"Distribution le jeudi de 18h45 à 19h45 à l'ESAT de Chantejeau - 9, rue de Chantejeau."
"La P'tite Salade du Coin";vouille;86;go.php?typ=1&id=1573;laptitesaladeducoin@gmail.com;" Légumes, volailles & oeufs, viande d?agneau et de boeuf, viande de veau, produits laitiers de vache et de chèvre, pain, pommes, bières, miel";"Distribution le jeudi de 18h à 19h sous le préau de l'ancienne école de Traversonne - rue de la forêt. Ceci n'est pas une AMAP mais a un fonctionnement similaire."
"AMAP de Feytiat";feytiat;87;"https://www.facebook.com/amapdefeytiat/ | go.php?typ=1&id=1422";amap.feytiat@gmail.com;" Légumes BIO, oeufs BIO, fromage, pain BIO";"Distribution le mardi de 18h à 19h derrière la salle Georges Brassens."
"La Chouette Amap";landouge;87;go.php?typ=1&id=1421;lachouetteamap@gmail.com;" Légumes BIO, pains et biscuits BIO, champagne, fromages, oeufs et poulet, viande, savons";"Distribution le jeudi de 17h30 à 19h sur le parking de la bibliothèque - rue Jacques Brel."
"La Main Au Panier";saint-leonard-de-noblat;87;go.php?typ=1&id=642;lamainaupaniermiauletou@gmail.com;" Légumes, fruits, fromages, viandes, volailles, farine, pain, confitures";"Distribution le mercredi de 18h à 19h à l'Ancienne École du pont - 53, avenue du Général de Gaulle."
"LE VER DE TERRE ET SON ORCHESTRE";saint-martin-de-jussac;87;go.php?typ=1&id=2566;lopezyann@hotmail.com;" Légumes BIO, pain, fromage";"Distribution le mercredi de 17h30 à 19h30 à la ferme de la Bécarie. Les paniers sont en pause en 2025."
"Aux Ânes et Caetera";saint-priest-ligoure;87;"https://www.facebook.com/AuxAnesEtCaetera/ | go.php?typ=1&id=2331";adrdenis@hotmail.fr;" Légumes BIO, fruits, oeufs BIO";"Distribution le jeudi de 18h à 19h30 au 1er étage de la salle des fêtes."
"AMAP Ano Cucurbitae Caput";saint-sulpice-lauriere;87;https://www.facebook.com/Les-%C3%A9co-gloutons-614961558673365/?fref=nf;ano.cucurbitae.caput@gmail.com;" Légumes BIO, pommes BIO, agrumes BIO, pain BIO, fromages, oeufs BIO, bière, porc BIO, viande d'agneau, miel";"Distribution le mardi de 18h à 20h chez le producteur - Terre d'ANO / Potager au Maillorat"
"AMAP de Candide";anould;88;"https://www.facebook.com/amapcandide | go.php?typ=1&id=412";amapdecandide88@gmail.com;" Légumes, oeufs";"Distribution le mardi de 18h à 20h chez la productrice Sandrine Bonnafé - 440, rue Voltaire."
"AMAP des CARABES";bult;88;go.php?typ=1&id=422;amap.carabes@gmail.com;" Légumes BIO, petits fruits, oeufs, viandes porcine et bovine, oeufs, farine, pâtes, produits laitiers transformés";"Distribution des légumes le samedi de 10h à 12h chez le producteur au 9, Rue de la Bonne Dame à FREMIFONTAINE. Tous les produits sont bios et labellisés BIO."
